Event	ID	Name			Wwise Object Path	Notes
	85412153	Ambience			\Default Work Unit\SFX\Ambiences\Ambience	
	787110072	Outside_the_door_ambience			\Default Work Unit\SFX\Ambiences\Outside_the_door_ambience	
	855317084	Alarm			\Default Work Unit\SFX\Ambiences\Alarm	
	1457628129	Hazard_drop_off			\Default Work Unit\SFX\Player\Hazard_drop_off	
	1551306167	UI			\Default Work Unit\SFX\UI	
	2478829299	Fans			\Default Work Unit\SFX\Ambiences\Fans	
	2543463472	Ai_alert			\Default Work Unit\SFX\Ai\Ai_alert	
	2592919291	Intro_Sequence			\Default Work Unit\Dialogue\Intro_Sequence	
	2654748154	Water			\Default Work Unit\SFX\Ambiences\Water	
	2658179343	Ai_steal			\Default Work Unit\SFX\Ai\Ai_steal	
	2962571195	Electrical			\Default Work Unit\SFX\Ambiences\Electrical	
	3269214274	Ai_Ambience			\Default Work Unit\SFX\Ai\Ai_Ambience	
	3478377678	Emp_Grenade			\Default Work Unit\SFX\Player\Emp_Grenade	
	3595476012	grapple_release			\Default Work Unit\SFX\Player\grapple_release	
	3710578841	Grapple_Gun			\Default Work Unit\SFX\Player\Grapple_Gun	
	3833651337	Jump			\Default Work Unit\SFX\Player\Jump	
	4011223956	Object_Pick_up			\Default Work Unit\SFX\Player\Object_Pick_up	
	4137946895	Tree_Rustle			\Default Work Unit\SFX\Ambiences\Tree_Rustle	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	558821142	Leaf_Movement_ODC-0023-775-02	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Leaf_Movement_ODC-0023-775-02_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Tree Rustle\Leaf_Movement_ODC-0023-775-02		513748
	596161904	Alert 3	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Alert 3_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\AI alert\Alert 3		671340
	596980962	Analog Lab 4 01-04-02	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Analog Lab 4 01-04-02_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\UI click\Analog Lab 4 01-04-02		95976
	608331193	Alarm	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Alarm_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Alarm		2123324
	659929358	General Ambience	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Command_Module_Presence_ODY-0295-009_D79FB2B7.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\General Ambience		11328064
	663399508	va_13	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\va_13_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\Ai Steal\va_13		226464
	756537999	Camera_Bag_Zipper_ODY-1617-066	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Camera_Bag_Zipper_ODY-1617-066_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Object pick up\Camera_Bag_Zipper_ODY-1617-066		125004
	758539988	Fans	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Air_Conditioner_Metamorphosis_ODY-0307-013_D79FB2B7.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Fans		1440064
	795828478	Alert 1	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Alert 1_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\AI alert\Alert 1		534160
	820769319	grapple 1	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\grapple 1_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grapple gun\grapple 1		474608
	851036618	Fire_Whoosh_ODY-1320-032-01-01	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Fire_Whoosh_ODY-1320-032-01-01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Jump\Fire_Whoosh_ODY-1320-032-01-01		286984
	859732913	Hazard drop off	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Hazard drop off_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Hazard drop off		957456
	866077476	grapple 3	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\grapple 3_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grapple gun\grapple 3		371096
	885316401	Whip_Cracks_ODY-1520-006-01	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Whip_Cracks_ODY-1520-006-01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grapple release\Whip_Cracks_ODY-1520-006-01		210260
	888616285	Whip_Swishes_ODY-1520-017-02	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Whip_Swishes_ODY-1520-017-02_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grapple release\Whip_Swishes_ODY-1520-017-02		133700
	892456560	Camera_Bag_Zipper_ODY-1617-066-02	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Camera_Bag_Zipper_ODY-1617-066-02_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Object pick up\Camera_Bag_Zipper_ODY-1617-066-02		118848
	895605535	Grenade 2	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Grenade 2_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grenade\Grenade 2		839000
	933599146	Foliage_Rustle_ODY-1440-066-03	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Foliage_Rustle_ODY-1440-066-03_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Tree Rustle\Foliage_Rustle_ODY-1440-066-03		699116
	940295225	va_11	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\va_11_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\Ai Steal\va_11		170472
	968511070	Fire_Whoosh_ODY-1320-032-01-05	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Fire_Whoosh_ODY-1320-032-01-05_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Jump\Fire_Whoosh_ODY-1320-032-01-05		305716
	974758273	Zipper_Fast_and_Short_Pull_ODY-0486-009	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Zipper_Fast_and_Short_Pull_ODY-0486-009_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Object pick up\Zipper_Fast_and_Short_Pull_ODY-0486-009		79060
	992651825	Fire_Whoosh_ODY-1320-032-01-07	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Fire_Whoosh_ODY-1320-032-01-07_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Jump\Fire_Whoosh_ODY-1320-032-01-07		319796
	999156991	Alert 2	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Alert 2_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\AI alert\Alert 2		430840
	1001058455	Rot bots loop	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Rot bots loop_D79FB2B7.wem		\Actor-Mixer Hierarchy\SFX\AI\RotBots\Rot bots loop		6250356
	1005793071	Fire_Whoosh_ODY-1320-032-01-03	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Fire_Whoosh_ODY-1320-032-01-03_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Jump\Fire_Whoosh_ODY-1320-032-01-03		206472
	1073203391	Outside the door ambience	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Metal_Stress_ODY-0299-005_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Outside the door ambience		9685056

